"id","latitude","longitude","coordinateMethod","coordinateSource","coordinateAccuracy","coordinateVerifiedStatus"
"LB-LOC-12840C10AF06","","","missing","none","","missing"
"LB-LOC-2136D1978975","34.3686757058081","35.744700489421135","repository-reference","akkar_crs_batch_scores","","missing"
"LB-LOC-E89FB312EF2A","","","missing","none","","missing"
"LB-LOC-9608EDACD13F","","","missing","none","","missing"
"LB-LOC-4CB683AE2E6C","34.4628849","36.00046625","repository-reference","online_nominatim","","missing"
"LB-LOC-4F8AC423E56F","34.4628849","36.00046625","repository-reference","online_nominatim","","missing"
"LB-LOC-A6BC225893B3","","","missing","none","","missing"
"LB-LOC-CB8B4D46E49F","","","missing","none","","missing"
"LB-LOC-937F088D5B39","34.51725443546286","36.064465376174496","repository-reference","dwg_geometry_cache","","missing"
"LB-LOC-61266EE7C663","","","missing","none","","missing"
"LB-LOC-7EDD02EE2BAF","34.5579712","36.0146977","repository-reference","online_nominatim","","missing"
"LB-LOC-4491DA01E210","34.26530061933275","35.767979126937895","repository-reference","akkar_crs_batch_scores","","missing"
"LB-LOC-9D830004660F","","","missing","none","","missing"
"LB-LOC-75270E53FA84","34.3938615863336","36.01354117467896","repository-reference","dwg_geometry_cache","","missing"
"LB-LOC-B2C1B7CB0906","","","missing","none","","missing"
"LB-LOC-67B72B3EF246","","","missing","none","","missing"
"LB-LOC-65F96B55D106","","","missing","none","","missing"
"LB-LOC-F446C5F6AE69","","","missing","none","","missing"
"LB-LOC-B9E40ED1E560","","","missing","none","","missing"
"LB-LOC-B22F8F1CCD0E","","","missing","none","","missing"
"LB-LOC-F268F0BEFC9F","","","missing","none","","missing"
"LB-LOC-231521EC324B","","","missing","none","","missing"
"LB-LOC-EA89453D607B","","","missing","none","","missing"
"LB-LOC-15CD5AB97FFB","","","missing","none","","missing"
"LB-LOC-33E41FE0A08A","","","missing","none","","missing"
"LB-LOC-64F07EE78E94","","","missing","none","","missing"
"LB-LOC-9A4BA04DF886","34.44884485","36.1752044","repository-reference","online_nominatim","","missing"
"LB-LOC-789AB5A518F2","34.44884485","36.1752044","repository-reference","online_nominatim","","missing"
"LB-LOC-26EEEF38E69A","","","missing","none","","missing"
"LB-LOC-92417DA44FAC","","","missing","none","","missing"
"LB-LOC-65571ABD7D73","","","missing","none","","missing"
"LB-LOC-483276F1AEF7","34.615124918525275","36.24065596279185","repository-reference","dwg_geometry_cache","","missing"
"LB-LOC-EDD7BFE366EC","","","missing","none","","missing"
"LB-LOC-8E6592ACF4D7","","","missing","none","","missing"
"LB-LOC-C8D062D49764","","","missing","none","","missing"
"LB-LOC-CEFF45D87CC0","","","missing","none","","missing"
"LB-LOC-C7AA0B703A04","","","missing","none","","missing"
"LB-LOC-F8FC5728DB0E","","","missing","none","","missing"
"LB-LOC-846ACCB85317","","","missing","none","","missing"
"LB-LOC-304FDF0D63F4","","","missing","none","","missing"
"LB-LOC-033A07CF504E","","","missing","none","","missing"
"LB-LOC-B1474B76800E","","","missing","none","","missing"
"LB-LOC-09ED0A1EE55C","","","missing","none","","missing"
"LB-LOC-76DF24178DE7","","","missing","none","","missing"
"LB-LOC-1A31AB72B3EA","","","missing","none","","missing"
"LB-LOC-9032CB992BE9","","","missing","none","","missing"
"LB-LOC-0398AC3A1639","","","missing","none","","missing"
"LB-LOC-61B3C3A633E1","","","missing","none","","missing"
"LB-LOC-6AD7BB30C097","34.51892156590618","36.177960009308876","repository-reference","dwg_geometry_cache","","missing"
"LB-LOC-BB7D4120B8A3","","","missing","none","","missing"
"LB-LOC-2F116B229EBE","","","missing","none","","missing"
"LB-LOC-984DBC0E8B95","","","missing","none","","missing"
"LB-LOC-BAC7E28670D9","","","missing","none","","missing"
"LB-LOC-FB3C17340F4B","","","missing","none","","missing"
"LB-LOC-42B334B04F6F","","","missing","none","","missing"
"LB-LOC-D95D4EB48474","34.36752424562166","35.873621359283334","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-3807E0FD34D3","","","missing","none","","missing"
"LB-LOC-C78897BE2188","","","missing","none","","missing"
"LB-LOC-CAC2DF4673CE","","","missing","none","","missing"
"LB-LOC-1D9D6BB181C3","","","missing","none","","missing"
"LB-LOC-89F44557728E","34.607722160627915","36.135997985263785","repository-reference","dwg_geometry_cache","","missing"
"LB-LOC-8A887EC2BBEC","","","missing","none","","missing"
"LB-LOC-D1E27C886D99","34.57324493837702","36.082879540027434","repository-reference","dwg_geometry_cache","","missing"
"LB-LOC-703DD14E05F4","34.60982936612957","36.061388555235325","repository-reference","dwg_geometry_cache","","missing"
"LB-LOC-392676BFBF5C","","","missing","none","","missing"
"LB-LOC-1210F92878B1","","","missing","none","","missing"
"LB-LOC-6FCC73EACF9D","","","missing","none","","missing"
"LB-LOC-83718625E2A3","","","missing","none","","missing"
"LB-LOC-5D0495937246","34.59840405","36.0377835","repository-reference","online_nominatim","","missing"
"LB-LOC-7B8A00BA5338","","","missing","none","","missing"
"LB-LOC-3F00D5FD7EF5","","","missing","none","","missing"
"LB-LOC-ED3C4B5D4247","","","missing","none","","missing"
"LB-LOC-F713C3A2B93B","","","missing","none","","missing"
"LB-LOC-C3333844C303","","","missing","none","","missing"
"LB-LOC-EB8283314F75","","","missing","none","","missing"
"LB-LOC-272066AAD126","","","missing","none","","missing"
"LB-LOC-3C90AD1ACDBE","34.509259112773876","36.00012571379021","repository-reference","dwg_geometry_cache","","missing"
"LB-LOC-BDE4D736C87E","","","missing","none","","missing"
"LB-LOC-CE378FE8128F","","","missing","none","","missing"
"LB-LOC-40ED7ACAF369","","","missing","none","","missing"
"LB-LOC-510296713BDE","","","missing","none","","missing"
"LB-LOC-B66B5BBF66B2","","","missing","none","","missing"
"LB-LOC-633840720CAE","","","missing","none","","missing"
"LB-LOC-C32B9AAA21E7","","","missing","none","","missing"
"LB-LOC-BAD392B148DE","","","missing","none","","missing"
"LB-LOC-7D1E2FE77186","","","missing","none","","missing"
"LB-LOC-BF5236F9570F","","","missing","none","","missing"
"LB-LOC-BB3C493ED391","34.63937358710588","35.59481315422994","repository-reference","dwg_geometry_cache","","missing"
"LB-LOC-26B2CC945A62","","","missing","none","","missing"
"LB-LOC-5585D40ECDD3","34.2566474","35.6709766","repository-reference","online_nominatim","","missing"
"LB-LOC-6503FE0A12EE","","","missing","none","","missing"
"LB-LOC-803B7E6E2C0A","34.201864549999996","35.823412000000005","repository-reference","online_nominatim","","missing"
"LB-LOC-94B4BFD52506","","","missing","none","","missing"
"LB-LOC-8ABCDA212641","","","missing","none","","missing"
"LB-LOC-CACF77D152D9","","","missing","none","","missing"
"LB-LOC-E76A62380CC7","","","missing","none","","missing"
"LB-LOC-CC7C47D584F0","","","missing","none","","missing"
"LB-LOC-F82DCF154CA4","","","missing","none","","missing"
"LB-LOC-C5A34CB888B7","","","missing","none","","missing"
"LB-LOC-28A8E7066DD1","","","missing","none","","missing"
"LB-LOC-4722B019DF4E","","","missing","none","","missing"
"LB-LOC-24C64D00E348","34.176029650000004","35.8795881","repository-reference","online_nominatim","","missing"
"LB-LOC-0912C410B726","","","missing","none","","missing"
"LB-LOC-EB7F9134280A","34.61607458020886","35.589746904293236","repository-reference","dwg_geometry_cache","","missing"
"LB-LOC-191DED7EE627","","","missing","none","","missing"
"LB-LOC-20EB6A766D66","","","missing","none","","missing"
"LB-LOC-A37AECF7057F","34.23549655","35.68318605","repository-reference","online_nominatim","","missing"
"LB-LOC-055C0FBC6471","","","missing","none","","missing"
"LB-LOC-95CE13F6BDB8","","","missing","none","","missing"
"LB-LOC-F912703D20C7","","","missing","none","","missing"
"LB-LOC-A129940E5CC1","34.28478974952062","35.69155700346694","repository-reference","dwg_geometry_cache","","missing"
"LB-LOC-F69982B7E606","","","missing","none","","missing"
"LB-LOC-014CFD8CEA1A","","","missing","none","","missing"
"LB-LOC-9C28088D8969","","","missing","none","","missing"
"LB-LOC-0E32C8A307A0","","","missing","none","","missing"
"LB-LOC-ADB5D4B39DE8","","","missing","none","","missing"
"LB-LOC-82165709EA26","","","missing","none","","missing"
"LB-LOC-1D9F06680A51","","","missing","none","","missing"
"LB-LOC-7CD7BE21D579","","","missing","none","","missing"
"LB-LOC-06E22DD03AEA","","","missing","none","","missing"
"LB-LOC-E0C61C385583","","","missing","none","","missing"
"LB-LOC-CE1BABE64309","","","missing","none","","missing"
"LB-LOC-613D1A74DDAA","","","missing","none","","missing"
"LB-LOC-C2B6681FC5A2","","","missing","none","","missing"
"LB-LOC-700CFD1070E7","","","missing","none","","missing"
"LB-LOC-93B1253D042E","34.2737623","35.6897728","repository-reference","online_nominatim","","missing"
"LB-LOC-64C035EAA741","","","missing","none","","missing"
"LB-LOC-ED5B1FAAC906","","","missing","none","","missing"
"LB-LOC-7F5B562255E0","34.26749275","35.7165205","repository-reference","online_nominatim","","missing"
"LB-LOC-47C8E7996010","","","missing","none","","missing"
"LB-LOC-DE0A32411E6F","","","missing","none","","missing"
"LB-LOC-78B99565FCF6","","","missing","none","","missing"
"LB-LOC-10FE39373799","","","missing","none","","missing"
"LB-LOC-727D0F5D0B76","","","missing","none","","missing"
"LB-LOC-565C557D4FA3","","","missing","none","","missing"
"LB-LOC-822A46FEA480","","","missing","none","","missing"
"LB-LOC-F73268E85530","","","missing","none","","missing"
"LB-LOC-40718AAA82D4","","","missing","none","","missing"
"LB-LOC-CA980F4AC6CE","","","missing","none","","missing"
"LB-LOC-3B9FCBAAF9FB","","","missing","none","","missing"
"LB-LOC-DCED4F215FED","34.45977955481071","35.98821789538988","repository-reference","dwg_geometry_cache","","missing"
"LB-LOC-7AC3DC0F96F8","","","missing","none","","missing"
"LB-LOC-9B2FCA7E9C8B","","","missing","none","","missing"
"LB-LOC-CF9D55ACE9DF","","","missing","none","","missing"
"LB-LOC-245CEC1B7EE3","","","missing","none","","missing"
"LB-LOC-2368651F9ED9","","","missing","none","","missing"
"LB-LOC-C19473E9163C","","","missing","none","","missing"
"LB-LOC-4E16791675F2","","","missing","none","","missing"
"LB-LOC-24D44D71D0E0","","","missing","none","","missing"
"LB-LOC-3440DC5E8DF9","","","missing","none","","missing"
"LB-LOC-E22F56ABAAA8","","","missing","none","","missing"
"LB-LOC-FFFC8D597A8F","","","missing","none","","missing"
"LB-LOC-01732CB3EEC9","","","missing","none","","missing"
"LB-LOC-EDA19EA18A68","","","missing","none","","missing"
"LB-LOC-597269700C8E","","","missing","none","","missing"
"LB-LOC-8A5857947D85","","","missing","none","","missing"
"LB-LOC-C4B5496FEBA7","34.2361211","35.95044135","repository-reference","online_nominatim","","missing"
"LB-LOC-2E4E9AABB9B6","","","missing","none","","missing"
"LB-LOC-0F07926E2048","","","missing","none","","missing"
"LB-LOC-95BFF279CE49","","","missing","none","","missing"
"LB-LOC-76654BB78F48","","","missing","none","","missing"
"LB-LOC-C17AEDF7A438","","","missing","none","","missing"
"LB-LOC-644E4E06E95A","","","missing","none","","missing"
"LB-LOC-6206266F8791","","","missing","none","","missing"
"LB-LOC-9F1EF3DB32C6","","","missing","none","","missing"
"LB-LOC-050F24F59591","","","missing","none","","missing"
"LB-LOC-6BC10C22BB51","","","missing","none","","missing"
"LB-LOC-067C750BFE11","34.256249","36.077156","repository-reference","online_nominatim","","missing"
"LB-LOC-9AEB1AC2DEAA","","","missing","none","","missing"
"LB-LOC-49E05034D9EC","","","missing","none","","missing"
"LB-LOC-1E6831EA640F","34.38749753785106","35.87828881374929","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-5EBF39D1F679","","","missing","none","","missing"
"LB-LOC-AB8516D99159","34.38656615771491","35.87722590554835","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-50F46A8AB8F2","","","missing","none","","missing"
"LB-LOC-16AD42CE7BE4","","","missing","none","","missing"
"LB-LOC-2E7D119C794E","","","missing","none","","missing"
"LB-LOC-85FB06DC9F7A","","","missing","none","","missing"
"LB-LOC-D27A8574FD7D","","","missing","none","","missing"
"LB-LOC-31A6E68F5465","","","missing","none","","missing"
"LB-LOC-1788AD279DC1","34.46639600670466","35.962559544800015","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-060EDA86F2D9","34.38462393331277","35.87575385073553","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-9E382497043B","","","missing","none","","missing"
"LB-LOC-05C14C793242","","","missing","none","","missing"
"LB-LOC-E0EBF98483A4","34.383550352987015","35.876511899487795","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-9F0FF80E051A","","","missing","none","","missing"
"LB-LOC-25BD97CD0DCB","","","missing","none","","missing"
"LB-LOC-20849185C9E8","34.38217633101295","35.87401732588669","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-D3B02C1381F3","","","missing","none","","missing"
"LB-LOC-0B99154DDD66","","","missing","none","","missing"
"LB-LOC-DAE130E5BAEB","34.38225312123763","35.87808445927786","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-D65558A84D02","","","missing","none","","missing"
"LB-LOC-BF3005D7FCFB","34.382388404370644","35.877406752460686","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-7D2ACB6628D2","","","missing","none","","missing"
"LB-LOC-0D2BFFDF4C34","34.381919481577356","35.920394178580366","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-B36FCEDCC7F7","","","missing","none","","missing"
"LB-LOC-05AE50070020","","","missing","none","","missing"
"LB-LOC-28F1831158EE","","","missing","none","","missing"
"LB-LOC-5FADE3A379B5","34.38549672644739","35.878421337330266","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-A7B673B5956B","34.38416236192224","35.87606685912117","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-95F52C9DE85E","","","missing","none","","missing"
"LB-LOC-E1A71A9F2936","","","missing","none","","missing"
"LB-LOC-D16985C710F9","","","missing","none","","missing"
"LB-LOC-44C0E3A02D44","34.38472264617432","35.87832169759105","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-C995B6F6FD06","34.38532244552574","35.878948563039756","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-B9828D01BA1D","","","missing","none","","missing"
"LB-LOC-0802618D0D7B","34.386543567626674","35.888166012544715","repository-reference","dwg_geometry_cache","","missing"
"LB-LOC-CD39165A19C7","","","missing","none","","missing"
"LB-LOC-CA5B8859D4D5","","","missing","none","","missing"
"LB-LOC-8C4301F944C7","","","missing","none","","missing"
"LB-LOC-40AA1E76D7AD","34.38840275224939","35.87704989255355","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-AE0D2C2CFD09","","","missing","none","","missing"
"LB-LOC-111388D320F3","","","missing","none","","missing"
"LB-LOC-534FBC436982","","","missing","none","","missing"
"LB-LOC-71611EFC1C0F","","","missing","none","","missing"
"LB-LOC-2AF910353280","","","missing","none","","missing"
"LB-LOC-1801314368C3","","","missing","none","","missing"
"LB-LOC-1396050BC204","","","missing","none","","missing"
"LB-LOC-EC8C1901FE75","","","missing","none","","missing"
"LB-LOC-E456C43A30F0","","","missing","none","","missing"
"LB-LOC-D4FAE35183A9","34.38974304704103","35.879975564476425","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-055CE5A8264C","","","missing","none","","missing"
"LB-LOC-1D1C5BA15009","","","missing","none","","missing"
"LB-LOC-BA5C6A160BA9","","","missing","none","","missing"
"LB-LOC-458166CFA96F","34.38670939160239","35.876554430385575","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-0612EB479516","","","missing","none","","missing"
"LB-LOC-3F8A4B24BB09","","","missing","none","","missing"
"LB-LOC-7D7142FAE410","","","missing","none","","missing"
"LB-LOC-850C6AD1D69D","","","missing","none","","missing"
"LB-LOC-B28FA3743BE6","","","missing","none","","missing"
"LB-LOC-57D00ACE9A7F","","","missing","none","","missing"
"LB-LOC-0BDDF6E7930F","","","missing","none","","missing"
"LB-LOC-EAD6FB33302B","","","missing","none","","missing"
"LB-LOC-32825CEB0C90","","","missing","none","","missing"
"LB-LOC-24857DA83289","","","missing","none","","missing"
"LB-LOC-794F9510438D","34.386908322521904","35.87794777249911","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-02702866C8FA","","","missing","none","","missing"
"LB-LOC-1AE08584226E","","","missing","none","","missing"
"LB-LOC-B7FB5E30D516","34.38802565939851","35.876366438728475","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-38939270F935","34.32560540291505","35.86534861811186","repository-reference","dwg_geometry_cache","","missing"
"LB-LOC-67D08AC11AF7","34.38310020023086","35.88446615456728","repository-reference","dwg_geometry_cache","","missing"
"LB-LOC-B0E52BB8FC92","","","missing","none","","missing"
"LB-LOC-AD1DE3476829","","","missing","none","","missing"
"LB-LOC-4D19535AC26D","","","missing","none","","missing"
"LB-LOC-6A4CB8101A2A","","","missing","none","","missing"
"LB-LOC-8DA01C63E1F9","","","missing","none","","missing"
"LB-LOC-7762A5DD8035","","","missing","none","","missing"
"LB-LOC-42592D009E69","","","missing","none","","missing"
"LB-LOC-8124A76E7021","","","missing","none","","missing"
"LB-LOC-E070B7D89649","","","missing","none","","missing"
"LB-LOC-A3B5E7D0D97C","34.3879465004582","35.88066464552318","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-80EF367B93C7","","","missing","none","","missing"
"LB-LOC-F4A6A1D594DF","","","missing","none","","missing"
"LB-LOC-FBD2C534EBA8","","","missing","none","","missing"
"LB-LOC-F816E714D17B","34.38217633101295","35.87401732588669","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-662CADCF21E5","","","missing","none","","missing"
"LB-LOC-A0A7ACAC1CFD","","","missing","none","","missing"
"LB-LOC-E5A08B75D742","","","missing","none","","missing"
"LB-LOC-442E69161EF9","34.380827420394915","35.88567667644263","repository-reference","dwg_geometry_cache","","missing"
"LB-LOC-6C1D1E946C75","","","missing","none","","missing"
"LB-LOC-482763580E46","","","missing","none","","missing"
"LB-LOC-89ADDD5223C4","","","missing","none","","missing"
"LB-LOC-C23CEFE7C386","","","missing","none","","missing"
"LB-LOC-B2E983C94822","","","missing","none","","missing"
"LB-LOC-00ECEF50D5B3","","","missing","none","","missing"
"LB-LOC-97DE94EFE263","","","missing","none","","missing"
"LB-LOC-186D61C59A26","","","missing","none","","missing"
"LB-LOC-C32C109C8E38","","","missing","none","","missing"
"LB-LOC-72E8DBB17E65","","","missing","none","","missing"
"LB-LOC-9C2FB0A86EA7","","","missing","none","","missing"
"LB-LOC-1AB99817D901","","","missing","none","","missing"
"LB-LOC-D8082B80176D","","","missing","none","","missing"
"LB-LOC-522DEC94081D","","","missing","none","","missing"
"LB-LOC-F1A99A0404E9","","","missing","none","","missing"
"LB-LOC-8A43B29884F0","","","missing","none","","missing"
"LB-LOC-C71A69255E95","","","missing","none","","missing"
"LB-LOC-19B9C973ED96","","","missing","none","","missing"
"LB-LOC-A580022364F4","","","missing","none","","missing"
"LB-LOC-1DC9A00D92FF","","","missing","none","","missing"
"LB-LOC-CBEE069755D6","","","missing","none","","missing"
"LB-LOC-161E51852B02","","","missing","none","","missing"
"LB-LOC-67B398E449E3","","","missing","none","","missing"
"LB-LOC-322FE139E53F","","","missing","none","","missing"
"LB-LOC-DDE8A415DA0A","","","missing","none","","missing"
"LB-LOC-C37D5792F739","","","missing","none","","missing"
"LB-LOC-913BC32591AD","","","missing","none","","missing"
"LB-LOC-8DF43008BC0D","","","missing","none","","missing"
"LB-LOC-3D198A2F90DA","34.382503194743535","35.883836650904136","repository-reference","dwg_geometry_cache","","missing"
"LB-LOC-EC6CE376F6D1","","","missing","none","","missing"
"LB-LOC-4EF6B4755117","","","missing","none","","missing"
"LB-LOC-EF078DBE927A","","","missing","none","","missing"
"LB-LOC-084B5CC4F0AE","","","missing","none","","missing"
"LB-LOC-7F63591CA2DB","","","missing","none","","missing"
"LB-LOC-8DD8DB2741B0","","","missing","none","","missing"
"LB-LOC-678B114CE4A0","34.383614472580845","35.886446432444394","repository-reference","dwg_geometry_cache","","missing"
"LB-LOC-F644A0487F73","","","missing","none","","missing"
"LB-LOC-B4E99070E95F","","","missing","none","","missing"
"LB-LOC-96D7741CA542","34.393342043011714","35.8804824670068","repository-reference","dwg_geometry_cache","","missing"
"LB-LOC-5456D0E5FB4F","","","missing","none","","missing"
"LB-LOC-41A74B393313","","","missing","none","","missing"
"LB-LOC-BD6894016941","","","missing","none","","missing"
"LB-LOC-B6E7156AD360","","","missing","none","","missing"
"LB-LOC-6105434B063B","","","missing","none","","missing"
"LB-LOC-94CAF5734A77","","","missing","none","","missing"
"LB-LOC-6DF756D430D2","","","missing","none","","missing"
"LB-LOC-57A95141DE62","","","missing","none","","missing"
"LB-LOC-5D849B3D06BA","34.391533779327546","35.88068490375173","repository-reference","dwg_geometry_cache","","missing"
"LB-LOC-11403FACE021","","","missing","none","","missing"
"LB-LOC-05AC977B7BF4","34.32777172429459","35.92636880176121","repository-reference","dwg_geometry_cache","","missing"
"LB-LOC-40A5D3436106","","","missing","none","","missing"
"LB-LOC-7247D8DC5004","","","missing","none","","missing"
"LB-LOC-65F3110D09E4","","","missing","none","","missing"
"LB-LOC-9BC1F1C3D107","","","missing","none","","missing"
"LB-LOC-BBD480345804","34.38702883637352","35.878730647841486","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-394E3EEA41D4","","","missing","none","","missing"
"LB-LOC-760AF8949418","","","missing","none","","missing"
"LB-LOC-D3B2181F67D4","","","missing","none","","missing"
"LB-LOC-AD20B80EB4D3","","","missing","none","","missing"
"LB-LOC-76DC92DA325B","34.38348341540475","35.878054175023706","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-EFE229C5999D","34.38333400325769","35.87737815644409","repository-reference","per_village_gpkg_extent","","missing"
"LB-LOC-6977BD79B648","","","missing","none","","missing"
"LB-LOC-1A8E6303B6FA","","","missing","none","","missing"
"LB-LOC-681390899212","","","missing","none","","missing"
"LB-LOC-0A5B5D09B978","","","missing","none","","missing"
